loss_step,step,epoch,val_loss,loss_epoch
,6782,20,0.13100745595757196,
,6782,20,,0.12973281972917836
0.11663768187958166,6799,21,,
0.13010091460383813,6849,21,,
0.12353308126724617,6899,21,,
0.11986823226636042,6949,21,,
0.13118124656270208,6999,21,,
0.1411233245297994,7049,21,,
0.12801787234644754,7099,21,,
,7105,21,0.13245772807061484,
,7105,21,,0.12911003050101716
0.13869017977681963,7149,22,,
0.13723709280833532,7199,22,,
0.12741623324555118,7249,22,,
0.13533958291724293,7299,22,,
0.12707005601253732,7349,22,,
0.12935321417424264,7399,22,,
,7428,22,0.13089094086341707,
,7428,22,,0.12877955768541635
0.13018636867193453,7449,23,,
0.13331672248391938,7499,23,,
0.12095009633699025,7549,23,,
0.13142007150014448,7599,23,,
0.1352188399202944,7649,23,,
0.1264411459400699,7699,23,,
0.1325530409226885,7749,23,,
,7751,23,0.12990280155105557,
,7751,23,,0.1280525859313315
0.13115314502164271,7799,24,,
0.13739256756230522,7849,24,,
0.13422369064439188,7899,24,,
0.13296544560003593,7949,24,,
0.11865116958103804,7999,24,,
0.13645222821176348,8049,24,,
,8074,24,0.12967897820578092,
,8074,24,,0.1277184033824012
0.12329229985421689,8099,25,,
0.11521397179746493,8149,25,,
0.13633803143347578,8199,25,,
0.12534679420445058,8249,25,,
0.11485852785062069,8299,25,,
0.1361720815636271,8349,25,,
,8397,25,0.12943036397187907,
,8397,25,,0.12706497660024405
0.12289802630038593,8399,26,,
0.11680164397310235,8449,26,,
0.13194201319430704,8499,26,,
0.12312528031258026,8549,26,,
0.12338941842109699,8599,26,,
0.12213544611899352,8649,26,,
0.12150060898490667,8699,26,,
,8720,26,0.12956503619215004,
,8720,26,,0.12674595461459814
0.12348982506644213,8749,27,,
0.12442242054457242,8799,27,,
0.1249809626037764,8849,27,,
0.12574546449527707,8899,27,,
0.1191332605790969,8949,27,,
0.1181165852303042,8999,27,,
,9043,27,0.12867088808807353,
,9043,27,,0.1260045283255604
0.12661032068472472,9049,28,,
0.12291769541375422,9099,28,,
0.13339722814580077,9149,28,,
0.12142184305485772,9199,28,,
0.13166594597953557,9249,28,,
0.13162116248867345,9299,28,,
0.11764025323727395,9349,28,,
,9366,28,0.12919324549910638,
,9366,28,,0.12571936490435132
0.1356406615689402,9399,29,,
0.13199846684823788,9449,29,,
0.12557621774135647,9499,29,,
0.12343421418668146,9549,29,,
0.1321970783283864,9599,29,,
0.12295150050746972,9649,29,,
,9689,29,0.12901843853218498,
,9689,29,,0.12537410865338502
0.12614131371731716,9699,30,,
0.12696082418011612,9749,30,,
0.13299394524975283,9799,30,,
0.11984517114715748,9849,30,,
0.12412151572626763,9899,30,,
0.12083890601386511,9949,30,,
0.12485686072173391,9999,30,,
,10012,30,0.12787060330794617,
,10012,30,,0.1250957050943615
0.12721613014798372,10049,31,,
0.12789668264279336,10099,31,,
0.12924189413529757,10149,31,,
0.13830146169468518,10199,31,,
0.12821358900208948,10249,31,,
0.11876127247972812,10299,31,,
,10335,31,0.1279557277640293,
,10335,31,,0.12453692906975544
0.127370368880301,10349,32,,
0.12633561840545876,10399,32,,
0.11101348996273068,10449,32,,
0.11828408329834748,10499,32,,
0.12781794503795266,10549,32,,
0.12895034274936154,10599,32,,
0.12717137237817713,10649,32,,
,10658,32,0.12893017994011052,
,10658,32,,0.1241420157821215
0.12824567680044432,10699,33,,
0.11999304287446162,10749,33,,
0.12542479759171507,10799,33,,
0.1230247120228182,10849,33,,
0.11771187746134269,10899,33,,
0.12518572667795108,10949,33,,
,10981,33,0.12916548561965954,
,10981,33,,0.12379641696415948
0.12565515312362688,10999,34,,
0.12169712755421663,11049,34,,
0.12634456915526687,11099,34,,
0.12568048944508864,11149,34,,
0.13390295838497412,11199,34,,
0.12150974148011097,11249,34,,
0.12364227249157814,11299,34,,
,11304,34,0.12739946235971156,
,11304,34,,0.12338651679061102
0.1149219748072162,11349,35,,
0.1269004835499967,11399,35,,
0.1214049643367564,11449,35,,
0.1249114803523361,11499,35,,
0.11945482899287158,11549,35,,
0.12399976695463552,11599,35,,
,11627,35,0.12966350893085946,
,11627,35,,0.12335928271410443
0.13381468973189584,11649,36,,
0.11336293976106138,11699,36,,
0.13103348992387065,11749,36,,
0.1260345491797107,11799,36,,
0.12646974069968195,11849,36,,
0.13582288207377224,11899,36,,
0.12267058489697678,11949,36,,
,11950,36,0.127510691941496,
,11950,36,,0.12262594767350364
0.13313081001576374,11999,37,,
0.13121582599712753,12049,37,,
0.12760321839838257,12099,37,,
0.11744722131013066,12149,37,,
0.12984329282022872,12199,37,,
0.12183584735284977,12249,37,,
,12273,37,0.12690144574442805,
,12273,37,,0.12248697398033352
0.1335140906415207,12299,38,,
0.11876058652626585,12349,38,,
0.12065810302312445,12399,38,,
0.12196332866309673,12449,38,,
0.12528888840318833,12499,38,,
0.12249489638275893,12549,38,,
,12596,38,0.12669846908371749,
,12596,38,,0.12205160390856781
0.12760638815122335,12599,39,,
0.11770462190076683,12649,39,,
0.11305299471448071,12699,39,,
0.11461236074945781,12749,39,,
0.11565876209414716,12799,39,,
0.12267094775762732,12849,39,,
0.13349521076701837,12899,39,,
,12919,39,0.12684186292748792,
,12919,39,,0.12172036239441937
0.12461783331738521,12949,40,,
0.11440616770813841,12999,40,,
0.12259283534667714,13049,40,,
0.11421604641228149,13099,40,,
0.1259468283241235,13149,40,,
0.12855633213259274,13199,40,,
,13242,40,0.12716410688740568,
,13242,40,,0.12150381646362989
0.13334802909272564,13249,41,,
0.11895506031197589,13299,41,,
0.11726650883686915,13349,41,,
0.1234398566653253,13399,41,,
0.13229431770330569,13449,41,,
0.12481303863986648,13499,41,,
0.13307785344454764,13549,41,,
,13565,41,0.12620948544042404,
,13565,41,,0.12105524531189056
0.12991676420934478,13599,42,,
0.12621998329497852,13649,42,,
0.12495075512245936,13699,42,,
0.12158502325661762,13749,42,,
0.11664448029380312,13799,42,,
0.1217450029848885,13849,42,,
,13888,42,0.12710121610020197,
,13888,42,,0.12074781708276812
0.1104864985304069,13899,43,,
0.11870581796936819,13949,43,,
0.12581292623648177,13999,43,,
0.11826130019610491,14049,43,,
0.10916501231231159,14099,43,,
0.11528973002923666,14149,43,,
0.12783663929158898,14199,43,,
,14211,43,0.12584233527396876,
,14211,43,,0.12038988927918169
0.11354552414525565,14249,44,,
0.12299746900921422,14299,44,,
0.13320243614074254,14349,44,,
0.12059145363749946,14399,44,,
0.1298783591761591,14449,44,,
0.11813653942825321,14499,44,,
,14534,44,0.1259750094797711,
,14534,44,,0.12022726360451365
0.12553809672132293,14549,45,,
0.11773867647654075,14599,45,,
0.11546892824427468,14649,45,,
0.12130648717605773,14699,45,,
0.11536947249493308,14749,45,,
0.12210262368582968,14799,45,,
0.1122639873673831,14849,45,,
,14857,45,0.1273511206575,
,14857,45,,0.11975822364748562
0.11622286899956943,14899,46,,
0.11782583270747328,14949,46,,
0.1165793832265058,14999,46,,
0.11278300709756735,15049,46,,
0.11243008574126466,15099,46,,
0.11289553491905148,15149,46,,
,15180,46,0.12589335069918728,
,15180,46,,0.11966871583520512
0.11688674468797766,15199,47,,
0.12067664447756596,15249,47,,
0.11981877172808897,15299,47,,
0.11766782776000169,15349,47,,
0.11525963573717672,15399,47,,
0.11933177496449751,15449,47,,
0.12117391070800734,15499,47,,
,15503,47,0.12562492511778567,
,15503,47,,0.11955104888523631
0.11554743724836876,15549,48,,
0.12184884625708167,15599,48,,
0.10295143999015177,15649,48,,
0.11195542846514042,15699,48,,
0.11531146238730929,15749,48,,
0.11339307292576739,15799,48,,
,15826,48,0.12596430399461014,
,15826,48,,0.1190253911568129
0.11857110432802735,15849,49,,
0.12256873943211996,15899,49,,
0.11995584732674199,15949,49,,
0.11166136934880165,15999,49,,
0.11385942523717738,16049,49,,
0.11806531922792676,16099,49,,
0.1209095789405614,16149,49,,
,16149,49,0.12544261433471088,
,16149,49,,0.1189451277430228
0.11454484717938834,16199,50,,
0.12151987470626907,16249,50,,
0.11773912969284714,16299,50,,
0.10887853920088368,16349,50,,
0.11299967099259627,16399,50,,
0.11987992642462315,16449,50,,
,16472,50,0.12509966447403875,
,16472,50,,0.11851753520883587
0.1113327550272792,16499,51,,
0.12249110511836776,16549,51,,
0.1133175790668209,16599,51,,
0.12092829498857911,16649,51,,
0.12108610240892693,16699,51,,
0.1253054884954014,16749,51,,
,16795,51,0.1255495681401008,
,16795,51,,0.11828315522547737
0.11961315974836566,16799,52,,
0.12247435393427819,16849,52,,
0.12379871032058476,16899,52,,
0.11473282794825504,16949,52,,
0.11677326589025869,16999,52,,
0.12370748540832574,17049,52,,
0.10993694830316128,17099,52,,
,17118,52,0.12512044616137327,
,17118,52,,0.1180211390802421
0.1201344931728725,17149,53,,
0.1153691485667208,17199,53,,
0.11853327427012658,17249,53,,
0.1224018703455487,17299,53,,
0.11733391268401355,17349,53,,
0.11252017779191052,17399,53,,
,17441,53,0.1255309999186923,
,17441,53,,0.11777015896432305
0.11433126476292704,17449,54,,
0.1269040098383331,17499,54,,
0.11281491877651995,17549,54,,
0.1177655216972803,17599,54,,
0.11316014867089214,17649,54,,
0.11724586543690257,17699,54,,
0.1219688716907174,17749,54,,
,17764,54,0.12541608220359932,
,17764,54,,0.1175330695112228
0.12063785994377224,17799,55,,
0.11719095012911837,17849,55,,
0.10390485830312202,17899,55,,
0.1127696310720869,17949,55,,
0.11698835310776509,17999,55,,
0.10770102416253441,18049,55,,
,18087,55,0.1250391734201828,
,18087,55,,0.1173420557266088
0.11195853935916789,18099,56,,
0.12499980220269402,18149,56,,
0.12263578309480122,18199,56,,
0.11541276474395415,18249,56,,
0.11845288287550759,18299,56,,
0.12804382678114606,18349,56,,
0.12311556343485576,18399,56,,
,18410,56,0.12779225686203316,
,18410,56,,0.11701232910136022
0.11042243803254798,18449,57,,
0.11996900583429772,18499,57,,
0.11683610999096,18549,57,,
0.11712661123222623,18599,57,,
0.11460287981626674,18649,57,,
0.11978763608156551,18699,57,,
,18733,57,0.12436387605729826,
,18733,57,,0.1168504440536708
0.11262596594554036,18749,58,,
0.11547288234865746,18799,58,,
0.11831316086503518,18849,58,,
0.12393666412840727,18899,58,,
0.12155555230490638,18949,58,,
0.10531428871602479,18999,58,,
0.1168929446309309,19049,58,,
,19056,58,0.1253862207734683,
,19056,58,,0.11649439379387111
0.1121934262666092,19099,59,,
0.11892580735853785,19149,59,,
0.1211624717605401,19199,59,,
0.10346069584869767,19249,59,,
0.11937495314942559,19299,59,,
0.11617725193163553,19349,59,,
,19379,59,0.12530132712190384,
,19379,59,,0.11620620596308388
0.10755054313637526,19399,60,,
0.11045853016299777,19449,60,,
0.11742502130883073,19499,60,,
0.10956399674897373,19549,60,,
0.12205236090807073,19599,60,,
0.1141295770627966,19649,60,,
0.12631839981607138,19699,60,,
,19702,60,0.12468137882513786,
,19702,60,,0.11605502925927498
0.1155395923031832,19749,61,,
0.11324872454836438,19799,61,,
0.11728492946538573,19849,61,,
0.12314086107893916,19899,61,,
0.11543846543143677,19949,61,,
0.11110715145201672,19999,61,,
,20025,61,0.1258245825402919,
,20025,61,,0.11573931626979506
0.11070376166175645,20049,62,,
0.10686889548311615,20099,62,,
0.11543175862406352,20149,62,,
0.11653565369923322,20199,62,,
0.12325285304140982,20249,62,,
0.12536050345457422,20299,62,,
,20348,62,0.12452596675422692,
,20348,62,,0.11571682683836715
0.11103649342506089,20349,63,,
0.12015398388283172,20399,63,,
0.12324719419469599,20449,63,,
0.11590734883111697,20499,63,,
0.11884892677635894,20549,63,,
0.11460312010659998,20599,63,,
0.12393936771778907,20649,63,,
,20671,63,0.12471023142966489,
,20671,63,,0.11549628830971538
0.1096682930006499,20699,64,,
0.12921074605335534,20749,64,,
0.10518656980301533,20799,64,,
0.12244071783792145,20849,64,,
0.10584441257912089,20899,64,,
0.11019033080241337,20949,64,,
,20994,64,0.1255831801154492,
,20994,64,,0.11515131349673836
0.11395954394173559,20999,65,,
0.1228837568786707,21049,65,,
0.11734137372701758,21099,65,,
0.12206467553943412,21149,65,,
0.10789726024252559,21199,65,,
0.10814185839497467,21249,65,,
0.11251499548262656,21299,65,,
,21317,65,0.12498501199585235,
,21317,65,,0.11510489804934575
0.11025303615228717,21349,66,,
0.11881904773302475,21399,66,,
0.11994033652554023,21449,66,,
0.1238175478001365,21499,66,,
0.10974872981113824,21549,66,,
0.1075947468441209,21599,66,,
,21640,66,0.12482012842493717,
,21640,66,,0.11475337595059554
0.11570021413852731,21649,67,,
0.11934683305969239,21699,67,,
0.11496130850809244,21749,67,,
0.11087597551225364,21799,67,,
0.10263176652208061,21849,67,,
0.11788316976096744,21899,67,,
0.11852623214972044,21949,67,,
,21963,67,0.1245686764445117,
,21963,67,,0.11472006554316871
0.1235969244281417,21999,68,,
0.11576728887796263,22049,68,,
0.11159122220499251,22099,68,,
0.11538045079688294,22149,68,,
0.11305463079555123,22199,68,,
0.11959986774511527,22249,68,,
,22286,68,0.12437401785828012,
,22286,68,,0.11440220869752718
0.11486345860442822,22299,69,,
0.11700855489466426,22349,69,,
0.11615398041939984,22399,69,,
0.11604226508374606,22449,69,,
0.09930313951414166,22499,69,,
0.12054053267590967,22549,69,,
0.11285220347844516,22599,69,,
,22609,69,0.12355824384254685,
,22609,69,,0.11293404124278077
0.1129871812014066,22649,70,,
0.11064364815421385,22699,70,,
0.11511464932178682,22749,70,,
0.1079538511417395,22799,70,,
0.10475152792200426,22849,70,,
0.11817893537361183,22899,70,,
,22932,70,0.12354854177573373,
,22932,70,,0.11304263430487721
0.11280576691939959,22949,71,,
0.1155660576712142,22999,71,,
0.12004942019947903,23049,71,,
0.12780845125826715,23099,71,,
0.12114023577518884,23149,71,,
0.11618850980476855,23199,71,,
0.10610096555252953,23249,71,,
,23255,71,0.12376271236497831,
,23255,71,,0.11283869880479903
0.10773430885498388,23299,72,,
0.11195852349417462,23349,72,,
0.11447502458450065,23399,72,,
0.11679635531740586,23449,72,,
0.10282782227364297,23499,72,,
0.10069423108481758,23549,72,,
,23578,72,0.12353046125892424,
,23578,72,,0.11277782081046693
0.10528960443814556,23599,73,,
0.12226378309148697,23649,73,,
0.10673659587114609,23699,73,,
0.11318914840783935,23749,73,,
0.10248255630759222,23799,73,,
0.11613623142772048,23849,73,,
0.1186607540538785,23899,73,,
,23901,73,0.12351287732572289,
,23901,73,,0.11274590346718184
0.10852697886346169,23949,74,,
0.11206397521483927,23999,74,,
0.0918373101135527,24049,74,,
0.11062773940313204,24099,74,,
0.11245791134426965,24149,74,,
0.11000043847109686,24199,74,,
,24224,74,0.1236128619233229,
,24224,74,,0.11276101167657603
0.10994831932188999,24249,75,,
0.10696115317720722,24299,75,,
0.10812458556126946,24349,75,,
0.11204714708309534,24399,75,,
0.11427104816660454,24449,75,,
0.11744222065282442,24499,75,,
,24547,75,0.12359021800299998,
,24547,75,,0.11264068522791404
0.11387253919221502,24549,76,,
0.11746648180389845,24599,76,,
0.10807034853407027,24649,76,,
0.11384609030565206,24699,76,,
0.1194011651758502,24749,76,,
0.12229802640304117,24799,76,,
0.10518149944067315,24849,76,,
,24870,76,0.12359663782783807,
,24870,76,,0.11241901319228303
0.11247081862195986,24899,77,,
0.12597466415329672,24949,77,,
0.11425723044733566,24999,77,,
0.10222954882873814,25049,77,,
0.11826019038015416,25099,77,,
0.11831076603994302,25149,77,,
,25193,77,0.12351686153546763,
,25193,77,,0.11238114224004227
0.10852932023368034,25199,78,,
0.11828563204723551,25249,78,,
0.11653186609378588,25299,78,,
0.10964162203935776,25349,78,,
0.11527259737594292,25399,78,,
0.10843635146804995,25449,78,,
0.1097965192179328,25499,78,,
,25516,78,0.12370331956292498,
,25516,78,,0.11247288542566412
0.11326071917957052,25549,79,,
0.11331293794827596,25599,79,,
0.11322442494134144,25649,79,,
0.1235490669059539,25699,79,,
0.11315623126832013,25749,79,,
0.11184568399962232,25799,79,,
,25839,79,0.12370115971455996,
,25839,79,,0.11245879540355806
0.09743001949956161,25849,80,,
0.1126829231489277,25899,80,,
0.10433490899504365,25949,80,,
0.11196694954996388,25999,80,,
0.11135414441215771,26049,80,,
0.11164217716987733,26099,80,,
0.11417441681560454,26149,80,,
,26162,80,0.12368005283358414,
,26162,80,,0.11235425958192354
0.10907666689137441,26199,81,,
0.10319432284312732,26249,81,,
0.11865558812748829,26299,81,,
0.11421128227210309,26349,81,,
0.11770195598682646,26399,81,,
0.11606569003686913,26449,81,,
,26485,81,0.12353297697104727,
,26485,81,,0.11227321711448039
0.10293778117257203,26499,82,,
0.10461541638625703,26549,82,,
0.11691436573699432,26599,82,,
0.10564006040988182,26649,82,,
0.11069237729385606,26699,82,,
0.09871763561317501,26749,82,,
0.10417706155771721,26799,82,,
,26808,82,0.12357911326579665,
,26808,82,,0.11230195160583271
0.10504868211429122,26849,83,,
0.11118430701298848,26899,83,,
0.12001164733638545,26949,83,,
0.11626621443677639,26999,83,,
0.11648461342786337,27049,83,,
0.1168980483926807,27099,83,,
,27131,83,0.12365271924353971,
,27131,83,,0.11222905865097882
0.11524049801044477,27149,84,,
0.11769220455292334,27199,84,,
0.12279948251895183,27249,84,,
0.12375940878199317,27299,84,,
0.11833010785884432,27349,84,,
0.10514399761157005,27399,84,,
0.11285510605928974,27449,84,,
,27454,84,0.12352907867621228,
,27454,84,,0.11228181750888544
0.11301590440160408,27499,85,,
0.10635851564215792,27549,85,,
0.11112045001335498,27599,85,,
0.1162404623191667,27649,85,,
0.10998531308789465,27699,85,,
0.11910721233171825,27749,85,,
,27777,85,0.12345792886207721,
,27777,85,,0.11189773873292021
0.11299416171550966,27799,86,,
0.10845726676253908,27849,86,,
0.10452549208769317,27899,86,,
0.112354911812718,27949,86,,
0.1117818855423042,27999,86,,
0.11742782923806623,28049,86,,
0.10783452026282624,28099,86,,
,28100,86,0.12344055285515132,
,28100,86,,0.11203678577306375
0.10280940541212953,28149,87,,
0.1159712572438904,28199,87,,
0.11526983460842542,28249,87,,
0.11419478198333423,28299,87,,
0.11727798994246647,28349,87,,
0.11294460929075686,28399,87,,
,28423,87,0.1234432654107662,
,28423,87,,0.11197538031733759
0.11501731843527992,28449,88,,
0.12287072288738803,28499,88,,
0.10835843960817977,28549,88,,
0.11361450071909973,28599,88,,
0.11376447050891267,28649,88,,
0.11770982823694846,28699,88,,
,28746,88,0.12346247501228236,
,28746,88,,0.11198910126703952
0.11019553234212097,28749,89,,
0.11854573200225066,28799,89,,
0.1113369526154442,28849,89,,
0.10268038167234851,28899,89,,
0.11135786233487405,28949,89,,
0.10327069807483447,28999,89,,
0.10916997385556237,29049,89,,
,29069,89,0.12344685944466939,
,29069,89,,0.11192245877942247
0.11186330391097055,29099,90,,
0.11118484649739607,29149,90,,
0.09893728083997824,29199,90,,
0.10362148763541218,29249,90,,
0.11124059484389259,29299,90,,
0.10644448203501837,29349,90,,
,29392,90,0.12345133304747108,
,29392,90,,0.11194488515861455
0.10925284633962239,29399,91,,
0.12185872906859939,29449,91,,
0.10616380286105583,29499,91,,
0.11610775987713658,29549,91,,
0.09697917989400796,29599,91,,
0.114678662457824,29649,91,,
0.11637225135564397,29699,91,,
,29715,91,0.12344353470527207,
,29715,91,,0.11201158461633819
0.10935614828882773,29749,92,,
0.11587744544976719,29799,92,,
0.11925230133576711,29849,92,,
0.11120700594816535,29899,92,,
0.1118049576009369,29949,92,,
0.10300692784556645,29999,92,,
,30038,92,0.12343999216650178,
,30038,92,,0.11202983782490228
0.12359169351840006,30049,93,,
0.11148609158038351,30099,93,,
0.11858230932179434,30149,93,,
0.10950664197286974,30199,93,,
0.11869852192061763,30249,93,,
0.11112421537313463,30299,93,,
0.10006349277585289,30349,93,,
,30361,93,0.1234454541312345,
,30361,93,,0.11189426552141912
0.10933475794923926,30399,94,,
0.1242136769074659,30449,94,,
0.10766327911300114,30499,94,,
0.13007690806260702,30549,94,,
0.10105470107708779,30599,94,,
0.1076064682597408,30649,94,,
,30684,94,0.12347130733415214,
,30684,94,,0.11198075383593387
0.12315030524922485,30699,95,,
0.10580926217807558,30749,95,,
0.1151905465008011,30799,95,,
0.10859340194468421,30849,95,,
0.1141187526589855,30899,95,,
0.10473716471530356,30949,95,,
0.12205850368751703,30999,95,,
,31007,95,0.12344100159885041,
,31007,95,,0.11192977624345374
0.12769247357632124,31049,96,,
0.11371673342358399,31099,96,,
0.10397151740868119,31149,96,,
0.10549294460246662,31199,96,,
0.11913139717416607,31249,96,,
0.11167248078884616,31299,96,,
,31330,96,0.12344419243948156,
,31330,96,,0.11196196932861519
0.11107953987794429,31349,97,,
0.11668660786885304,31399,97,,
0.11098318928159705,31449,97,,
0.1153875615127444,31499,97,,
0.11266586031565662,31549,97,,
0.10668051760494734,31599,97,,
0.11180477239569457,31649,97,,
,31653,97,0.12344683205798589,
,31653,97,,0.11187660164822041
0.10803582875592263,31699,98,,
0.11790888785102971,31749,98,,
0.13506132519475225,31799,98,,
0.10487424126454226,31849,98,,
0.11008282214953224,31899,98,,
0.11031017061502457,31949,98,,
,31976,98,0.12343945914553914,
,31976,98,,0.11183973844966501
0.10540142255356588,31999,99,,
0.10410233159245995,32049,99,,
0.10904000658362142,32099,99,,
0.10652013224804396,32149,99,,
0.11363526031930872,32199,99,,
0.10588512566332117,32249,99,,
0.11401083939012945,32299,99,,
,32299,99,0.12344079418168248,
,32299,99,,0.11178179060225049
0.10890664978032734,32349,100,,
0.10128783051306871,32399,100,,
0.11105704795980542,32449,100,,
0.1082780573554014,32499,100,,
0.11735235962695226,32549,100,,
0.10226252089217625,32599,100,,
,32622,100,0.12344003264135496,
,32622,100,,0.11184605950113671
0.11436984404301428,32649,101,,
0.1193279285425945,32699,101,,
0.11456532974550164,32749,101,,
0.10683108018450588,32799,101,,
0.10700578734679232,32849,101,,
0.10483349503276121,32899,101,,
,32945,101,0.12343986506562431,
,32945,101,,0.11189078005162317
0.11620708686111451,32949,102,,
0.11222349692651701,32999,102,,
0.10920851794479751,33049,102,,
0.11037813009343762,33099,102,,
0.11479601293633908,33149,102,,
0.11363991588462907,33199,102,,
0.11989910080828697,33249,102,,
,33268,102,0.12343898629889109,
,33268,102,,0.11183979874316156
0.10045290276342382,33299,103,,
0.11361790778925017,33349,103,,
0.10677123278011305,33399,103,,
